,Unnamed: 0,Key,MusicalKey,valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo
90834,90834,6,F#/Gb,0.8540000000000001,2011,0.498,['Justin Bieber'],0.657,182947,0.56,0,7xapw9Oy21WpfEcib2ErSA,0.0,0.0794,-9.049,0,Mistletoe,81,2011-01-01,0.0467,161.993
90879,90879,6,F#/Gb,0.221,2014,0.22,['One Direction'],0.6809999999999999,248360,0.5820000000000001,0,3JjnGLK8IxkNLvo8Lb3KOM,0.0,0.119,-7.76,0,18,81,2014-11-17,0.0313,124.038
90880,90880,6,F#/Gb,0.654,2014,0.0166,['Avicii'],0.527,176658,0.835,0,0ct6r3EGTcMLPtrXHDvVjc,0.0,0.249,-5.297999999999999,1,The Nights,82,2014-01-01,0.0433,125.983
90892,90892,6,F#/Gb,0.518,2015,0.00543,['BØRNS'],0.611,218107,0.797,0,2GiJYvgVaD2HtM8GqD9EgQ,0.00137,0.26,-7.627000000000002,0,Electric Love,87,2015-10-16,0.0533,120.041
90894,90894,6,F#/Gb,0.5660000000000001,2015,0.00835,['Twenty One Pilots'],0.645,214507,0.713,0,2Z8WuEywRWYTKe1NybPQEW,0.0,0.113,-5.355,1,Ride,81,2015-05-15,0.0393,74.98899999999998
90911,90911,6,F#/Gb,0.225,2016,0.701,['James Arthur'],0.311,208827,0.485,0,55Am8neGJkdj2ADaM3aw5H,0.0,0.0726,-5.726,0,Train Wreck,88,2016-10-28,0.0365,77.355
90912,90912,6,F#/Gb,0.4920000000000001,2016,0.215,"['Post Malone', 'Quavo']",0.63,220293,0.804,1,3a1lNhkSLSkpJE4MSHpDu9,0.0,0.253,-4.183,1,Congratulations,82,2016-12-09,0.0363,123.146
90914,90914,6,F#/Gb,0.18,2016,0.687,"['gnash', ""Olivia O'Brien""]",0.4920000000000001,251034,0.275,1,7vRriwrloYVaoAe3a9wJHe,0.0,0.101,-13.4,0,"i hate u, i love u (feat. olivia o'brien)",81,2016-03-25,0.3,92.6
90931,90931,6,F#/Gb,0.62,2017,0.371,"['Tyler, The Creator', 'Kali Uchis']",0.5579999999999999,180387,0.5589999999999999,1,7KA4W4McWYRpgf0fWsJZWB,7.49e-06,0.109,-9.222,1,See You Again (feat. Kali Uchis),80,2017-07-21,0.0959,78.558
90932,90932,6,F#/Gb,0.32,2017,0.395,['Rex Orange County'],0.575,262231,0.7140000000000001,1,47Bg6IrMed1GPbxRgwH2aC,0.0,0.115,-5.247000000000001,1,Best Friend,80,2017-01-25,0.0596,144.982
90936,90936,6,F#/Gb,0.733,2017,0.0293,"['French Montana', 'Swae Lee']",0.726,233902,0.769,1,3B54sVLJ402zGa6Xm4YGNe,0.0101,0.104,-5.043,1,Unforgettable,80,2017-07-14,0.123,97.985
90950,90950,6,F#/Gb,0.218,2018,0.349,['Juice WRLD'],0.511,239836,0.5660000000000001,1,285pBltuF7vW8TeWk8hdRR,0.0,0.34,-7.23,0,Lucid Dreams,89,2018-12-10,0.2,83.90299999999998
90951,90951,6,F#/Gb,0.7070000000000001,2018,0.369,['Morgan Wallen'],0.614,234347,0.68,0,6foY66mWZN0pSRjZ408c00,1.84e-06,0.115,-4.58,1,Whiskey Glasses,81,2018-04-27,0.0289,149.959
90953,90953,6,F#/Gb,0.62,2018,0.0102,['MGMT'],0.705,299960,0.7120000000000001,0,2Y0iGXY6m6immVb2ktbseM,0.0008550000000000001,0.1,-6.1560000000000015,1,Little Dark Age,81,2018-02-09,0.0385,97.512
90955,90955,6,F#/Gb,0.5329999999999999,2018,0.297,['Halsey'],0.752,201661,0.488,1,5p7ujcrUXASCNwRaWNHR1C,9.11e-06,0.0936,-7.05,1,Without Me,83,2018-10-04,0.0705,136.041
90959,90959,6,F#/Gb,0.319,2018,0.555,"['benny blanco', 'Halsey', 'Khalid']",0.56,173800,0.68,0,0d2iYfpKoM0QCKvcLCkBao,0.0,0.116,-7.648,0,Eastside (with Halsey & Khalid),80,2018-07-12,0.321,89.391
90971,90971,6,F#/Gb,0.457,2019,0.0522,['Arizona Zervas'],0.621,163636,0.601,1,696DnlkuDOXcMAnKlTgXXK,0.0,0.46,-5.6160000000000005,0,ROXANNE,87,2019-10-10,0.14800000000000002,116.735
90972,90972,6,F#/Gb,0.243,2019,0.902,['Billie Eilish'],0.7040000000000001,245426,0.225,0,3ZCTVFBt2Brf31RLEnCkWJ,0.657,0.106,-14.454,0,everything i wanted,87,2019-11-13,0.0994,120.006
90973,90973,6,F#/Gb,0.321,2019,0.354,['Lil Tjay'],0.5670000000000001,224000,0.515,1,0RLLvYBopDwooCyvnTwgYu,0.0,0.078,-10.265,0,F.N,82,2019-10-11,0.247,120.1
90974,90974,6,F#/Gb,0.513,2019,0.6920000000000001,['Tones And I'],0.8240000000000001,209438,0.588,0,2XU0oxnq2qxCpomAAuJY8K,0.000104,0.149,-6.4,0,Dance Monkey,89,2019-10-17,0.0924,98.027
90978,90978,6,F#/Gb,0.639,2019,0.0533,"['Lil Nas X', 'Billy Ray Cyrus']",0.878,157067,0.619,0,2YpeDb67231RjR0MgVLzsG,0.0,0.113,-5.56,1,Old Town Road - Remix,83,2019-06-21,0.102,136.041
90984,90984,6,F#/Gb,0.8420000000000001,2019,0.0912,"['Ed Sheeran', 'Justin Bieber']",0.7979999999999999,219947,0.675,0,3HVWdVOQ0ZA45FuZGSfvns,0.0,0.0894,-5.041,1,I Don't Care (with Justin Bieber),83,2019-05-10,0.0442,101.956
90985,90985,6,F#/Gb,0.34700000000000003,2020,0.114,"['Pop Smoke', 'Lil Baby', 'DaBaby']",0.823,190476,0.586,1,0PvFJmanyNQMseIFrU708S,0.0,0.193,-6.606,0,For The Night (feat. Lil Baby & DaBaby),95,2020-07-03,0.2,125.971
90986,90986,6,F#/Gb,0.3720000000000001,2020,0.196,"['Justin Bieber', 'Chance the Rapper']",0.6729999999999999,212093,0.7040000000000001,0,5u1n1kITHCxxp8twBcZxWy,0.0,0.0898,-8.056000000000001,1,Holy (feat. Chance The Rapper),95,2020-09-18,0.36,86.919
90987,90987,6,F#/Gb,0.737,2020,0.0112,['BTS'],0.746,199054,0.765,0,0t1kP63rueHleOhQkYSXFY,0.0,0.0936,-4.41,0,Dynamite,97,2020-08-28,0.0993,114.044
90988,90988,6,F#/Gb,0.151,2020,0.0563,['Ritt Momney'],0.399,210463,0.491,0,6AGOKlMZWLCaEJGnaROtF9,0.0008900000000000002,0.11,-10.778,0,Put Your Records On,93,2020-04-24,0.0538,91.066
90989,90989,6,F#/Gb,0.915,2020,0.00883,"['Dua Lipa', 'DaBaby']",0.7020000000000001,203064,0.825,0,463CkQjx2Zk1yXoBuierM9,0.0,0.0674,-3.787,0,Levitating (feat. DaBaby),89,2020-10-01,0.0601,102.977
90990,90990,6,F#/Gb,0.609,2020,0.105,"['Maluma', 'The Weeknd']",0.7659999999999999,200482,0.7879999999999999,0,0GzuHFG4Ql6DoyxFRnIk3F,5.81e-06,0.142,-3.128,0,Hawái - Remix,90,2020-11-05,0.312,179.984
90991,90991,6,F#/Gb,0.522,2020,0.157,"['The Kid LAROI', 'Juice WRLD']",0.487,181688,0.74,1,2rPHUAeUPbNgTmK18FPTiZ,0.0,0.612,-4.973,1,GO (feat. Juice WRLD),83,2020-07-24,0.0944,73.779
90992,90992,6,F#/Gb,0.647,2020,0.29100000000000004,"['Juice WRLD', 'Marshmello', 'The Kid LAROI', 'Polo G']",0.701,160212,0.65,1,0ada5XsQGLPUVbmTCkAP49,0.0,0.112,-6.313,1,Hate The Other Side (with Marshmello & The Kid Laroi),84,2020-07-10,0.104,90.00299999999999
90993,90993,6,F#/Gb,0.574,2020,0.601,['Morgan Wallen'],0.621,216573,0.882,0,0eBXyY4SatzpE7opnzgXvz,0.0,0.132,-5.01,1,More Than My Hometown,81,2020-04-17,0.0459,126.014
90994,90994,6,F#/Gb,0.685,2020,0.125,['blackbear'],0.782,188344,0.5589999999999999,1,2mt1IqcFyY1zmYZT8Q3xw9,0.0,0.385,-7.106,0,hot girl bummer,86,2020-08-21,0.0767,129.99200000000002
90995,90995,6,F#/Gb,0.393,2020,0.00536,"['J Balvin', 'Tainy', 'Dua Lipa', 'Bad Bunny']",0.5710000000000001,232253,0.693,0,0EhpEsp4L0oRGM0vmeaN5e,0.0,0.173,-8.234,0,UN DIA (ONE DAY) (Feat. Tainy),92,2020-07-24,0.0545,168.169
90996,90996,6,F#/Gb,0.456,2020,0.0814,['Ariana Grande'],0.772,200733,0.506,1,0sci7ppTZFm4mjcH3nu8yO,1.1e-05,0.182,-6.558,0,nasty,83,2020-10-30,0.139,127.894
90997,90997,6,F#/Gb,0.306,2020,0.224,"['Juice WRLD', 'The Weeknd']",0.6940000000000001,196180,0.685,1,6wQlQrTY5mVS8EGaFZVwVF,0.0,0.124,-6.535,0,Smile (with The Weeknd),84,2020-07-10,0.133,158.83100000000005
90998,90998,6,F#/Gb,0.8740000000000001,2020,0.00824,['Megan Thee Stallion'],0.821,154324,0.863,1,6WbTTAGKrQtCQvmc5BuYfh,0.0,0.0377,-3.159,1,Girls in the Hood,81,2020-06-26,0.353,180.013
90999,90999,6,F#/Gb,0.377,2020,0.0951,['Gabby Barrett'],0.466,210773,0.536,0,23T0OX7QOiIUFShSzbJ5Uo,0.0,0.114,-6.227,1,I Hope,80,2020-06-19,0.0429,75.998
91000,91000,6,F#/Gb,0.629,2020,0.7490000000000001,['StaySolidRocky'],0.728,147800,0.431,0,5RqR4ZCCKJDcBLIn4sih9l,0.0,0.0996,-9.966,0,Party Girl,84,2020-04-21,0.0622,130.02200000000002
91002,91002,6,F#/Gb,0.35,2020,0.524,['Don Toliver'],0.652,154424,0.631,0,7AzlLxHn24DxjgQX73F9fU,0.000579,0.165,-5.718,0,No Idea,83,2020-03-13,0.0893,127.998
91003,91003,6,F#/Gb,0.545,2020,0.189,['Maluma'],0.787,200198,0.728,0,4uoR6qeWeuL4Qeu2qJzkuG,2.29e-05,0.0629,-3.455,0,Hawái,92,2020-07-29,0.389,180.06599999999997
91004,91004,6,F#/Gb,0.464,2020,0.006679999999999999,['BLACKPINK'],0.6579999999999999,192760,0.733,0,4Ws314Ylb27BVsvlZOy30C,0.0,0.118,-4.756,1,Lovesick Girls,85,2020-10-02,0.0586,127.977
91007,91007,6,F#/Gb,0.152,2020,0.778,"['Taylor Swift', 'Bon Iver']",0.298,285634,0.38,0,4pvb0WLRcMtbPGmtejJJ6y,5.62e-05,0.11,-8.426,1,exile (feat. Bon Iver),82,2020-07-24,0.0287,75.602
91959,91959,6,F#/Gb,0.947,2017,0.111,"['Super Yei', 'Towy', 'Osquel', 'Beltito', 'Sammy & Falsetto']",0.863,260545,0.669,1,5DoLhdU27owX1NMrKLUbUl,0.0,0.0569,-5.952000000000001,0,"Lean (feat. Towy, Osquel, Beltito & Sammy & Falsetto)",86,2017-03-31,0.282,164.062
91996,91996,6,F#/Gb,0.341,2020,0.114,['BTS'],0.5820000000000001,204800,0.693,0,3ndCsZfq8OVwwkz9mmZvUz,0.0,0.13,-5.048,1,Stay,83,2020-11-20,0.0465,125.904
91997,91997,6,F#/Gb,0.515,2020,0.48,['Anuel AA'],0.6940000000000001,212312,0.7959999999999999,1,6yVkakCN460KOVol9ZazjH,0.000384,0.108,-4.164,1,Reggaetonera,83,2020-05-29,0.0565,93.064
91998,91998,6,F#/Gb,0.457,2020,0.00728,"['The Kid LAROI', 'Lil Tecca']",0.6859999999999999,172005,0.703,1,7gVwgc8b3XnO87TpmXXFA5,0.0,0.0946,-6.141,0,Diva (feat. Lil Tecca),80,2020-01-31,0.0606,144.90200000000004
92001,92001,6,F#/Gb,0.737,2020,0.0112,['BTS'],0.746,199054,0.765,0,4saklk6nie3yiGePpBwUoc,0.0,0.0936,-4.41,0,Dynamite,81,2020-11-20,0.0993,114.044
92005,92005,6,F#/Gb,0.731,2020,0.0902,"['PARTYNEXTDOOR', 'Rihanna']",0.43,183219,0.7,1,4HDCLYli2SUdkq9OjmvhSD,0.0,0.21600000000000005,-5.35,1,BELIEVE IT,80,2020-03-27,0.264,158.373
92944,92944,6,F#/Gb,0.163,2018,0.17600000000000002,"['Dynoro', ""Gigi D'Agostino""]",0.6940000000000001,184560,0.77,0,0E9ZjEAyAwOXZ7wJC0PD33,1.1e-05,0.118,-5.335,1,In My Mind,82,2018-06-08,0.149,125.905
92953,92953,6,F#/Gb,0.159,2018,0.0281,['Alan Walker'],0.468,212107,0.627,0,698ItKASDavgwZ3WjaWjtz,7.97e-06,0.11,-5.085,1,Faded,80,2018-12-14,0.0476,179.642
92979,92979,6,F#/Gb,0.95,2020,0.16699999999999998,['Camilo'],0.8240000000000001,187427,0.457,0,73nAK3HgQK8dak83Y2WQ8F,0.0,0.041,-5.428,1,Vida de Rico,92,2020-09-21,0.0543,87.977
92981,92981,6,F#/Gb,0.5579999999999999,2020,0.185,['Maluma'],0.7829999999999999,199112,0.727,0,1yoMvmasuxZfqHEipJhRbp,2.46e-05,0.0626,-3.454,0,Hawái,89,2020-08-21,0.389,180.067
92992,92992,6,F#/Gb,0.807,2020,0.448,"['Anitta', 'Myke Towers', 'Cardi B']",0.91,180788,0.604,0,7e1VoRlNumuEkXlITMHKLE,0.0,0.0863,-4.392,0,Me Gusta (with Cardi B & Myke Towers),85,2020-09-18,0.08199999999999999,110.075
93943,93943,6,F#/Gb,0.396,2020,0.0597,"['Dua Lipa', 'Angèle']",0.868,156911,0.693,0,3wJVBz7gvGTwTWVAxFa6ny,0.00399,0.106,-7.0520000000000005,0,Fever,85,2020-10-29,0.181,114.999
93948,93948,6,F#/Gb,0.536,2020,0.0224,"['Ozuna', 'Doja Cat', 'Sia']",0.759,214507,0.636,1,5cpJFiNwYyWwFLH0V6B3N8,0.000143,0.166,-5.585,1,Del Mar,84,2020-09-04,0.0369,109.976
93949,93949,6,F#/Gb,0.698,2020,0.0531,['Ozuna'],0.728,217547,0.8059999999999999,0,3gD4J3RUHy4OUuZ3qAiaiG,0.000301,0.153,-3.766,1,Caramelo,87,2020-06-11,0.0623,168.084
94817,94817,6,F#/Gb,0.777,2020,0.0412,"['Regard', 'RAYE']",0.848,176767,0.768,1,66W1rVTnEv86dIkFhoiElg,0.000785,0.195,-5.386,0,Secrets,83,2020-04-24,0.0373,118.961
94818,94818,6,F#/Gb,0.6970000000000001,2020,0.0765,"['Feid', 'J Balvin', 'Maluma', 'Nicky Jam', 'Sech', 'Justin Quiles']",0.7929999999999999,333800,0.737,1,7lUdbnz7wsv3C9zzf4WHl9,0.0,0.0747,-4.731,0,"PORFA Remix ( Feat. Maluma, Nicky Jam, Sech) - Remix",81,2020-06-26,0.0785,167.96900000000005
95592,95592,6,F#/Gb,0.637,2020,0.406,"['Nea', 'Felix Jaehn']",0.682,186878,0.7,0,7C1trmcQQ5n5RNy4l6ziCv,0.0,0.174,-5.591,1,Some Say - Felix Jaehn Remix,84,2020-01-10,0.0397,120.03
95595,95595,6,F#/Gb,0.245,2020,0.398,['Myke Towers'],0.8009999999999999,214013,0.745,1,3JHpk0DOTOzyh0777JFAky,0.00603,0.153,-3.733,0,Diosa,82,2020-01-24,0.063,104.965
96391,96391,6,F#/Gb,0.513,2019,0.6920000000000001,['Tones And I'],0.8240000000000001,209438,0.588,0,5ZULALImTm80tzUbYQYM9d,0.000104,0.149,-6.4,0,Dance Monkey,81,2019-08-29,0.0924,98.027
96399,96399,6,F#/Gb,0.7440000000000001,2020,0.131,['Ava Max'],0.693,180283,0.835,0,3uu7C1czskY0vxOeDvAGsU,0.0,0.073,-3.242,1,Salt,80,2020-09-18,0.0624,128.05200000000002
97233,97233,6,F#/Gb,0.198,2020,0.0219,['twocolors'],0.677,190488,0.7659999999999999,0,51Of5p3lKZeOg6itfs4og4,6.81e-06,0.129,-6.896,1,Lovefool,84,2020-05-08,0.0568,123.062
98705,98705,6,F#/Gb,0.6970000000000001,2020,0.0529,['Ozuna'],0.735,217240,0.7909999999999999,0,5Jm4w8jmPEBTLjI9vH4fXo,0.000146,0.145,-4.462,1,Caramelo,80,2020-09-04,0.0679,168.08700000000005
99666,99666,7,G,0.7759999999999999,1963,0.7659999999999999,['Andy Williams'],0.24,151933,0.598,0,5hslUAKq9I9CG2bAulFkHN,0.0,0.117,-8.435,1,It's the Most Wonderful Time of the Year,83,1963-11-24,0.0369,201.629
99773,99773,7,G,0.8,1967,0.43,"['Marvin Gaye', 'Tammi Terrell']",0.6629999999999999,151667,0.6,0,7tqhbajSfrz2F7E1Z75ASX,0.0,0.184,-10.87,1,Ain't No Mountain High Enough,80,1967-08-29,0.032,129.991
99964,99964,7,G,0.8859999999999999,1974,0.181,['Lynyrd Skynyrd'],0.596,283800,0.605,0,7e89621JPkKaeDSTQ3avtg,0.000331,0.0863,-12.145,1,Sweet Home Alabama,82,1974-04-15,0.0255,97.798
99995,99995,7,G,0.423,1975,0.883,['Fleetwood Mac'],0.414,199493,0.161,0,5ihS6UUlyQAfmp48eSkxuQ,0.000223,0.117,-22.32,0,Landslide,80,1975-07-11,0.0318,159.375
100130,100130,7,G,0.755,1980,0.00287,['AC/DC'],0.532,210173,0.767,0,2SiXAy7TuUkycRVbbWDEpo,0.000513,0.39,-5.509,1,You Shook Me All Night Long,80,1980-07-25,0.0574,127.361
100237,100237,7,G,0.535,1985,0.34700000000000003,['Tears For Fears'],0.645,251489,0.795,0,4RvWPyQ5RL0ao9LPZeSouE,0.00389,0.104,-12.095,1,Everybody Wants To Rule The World,82,1985-02-25,0.0527,112.067
100450,100450,7,G,0.104,1993,0.0102,['Radiohead'],0.515,238640,0.43,1,6b2oQwSGFkzsMtQruIWm2p,0.00014099999999999998,0.129,-9.935,1,Creep,82,1993-02-22,0.0369,91.841
100479,100479,7,G,0.35,1994,0.16399999999999998,['Mariah Carey'],0.336,241107,0.627,0,0bYg9bo50gSsH3LtXe2SQn,0.0,0.0708,-7.462999999999999,1,All I Want for Christmas Is You,88,1994-11-01,0.0384,150.273
100480,100480,7,G,0.304,1994,0.0154,['The Cranberries'],0.307,306427,0.635,0,2IZZqH4K02UIYg5EohpNHF,0.00483,0.366,-8.957,1,Zombie,81,1994-10-03,0.0339,166.97299999999996
100651,100651,7,G,0.28600000000000003,2001,0.000278,['System Of A Down'],0.419,210240,0.934,0,2DlHlPMa4M17kufBvI2lEN,0.0015,0.132,-3.908,0,Chop Suey!,80,2001-09-04,0.12,127.288
100672,100672,7,G,0.662,2002,0.00286,['Eminem'],0.908,290320,0.669,1,7lQ8MOhq6IN2w8EYcFNSUk,0.0,0.237,-2.827,1,Without Me,83,2002-05-26,0.0738,112.238
100871,100871,7,G,0.919,2012,0.000972,['Calvin Harris'],0.7070000000000001,206413,0.924,0,1gihuPhrLraKYrJMAEONyc,0.00703,0.204,-2.842,1,Feel So Close - Radio Edit,80,2012-10-29,0.031,127.937
100915,100915,7,G,0.591,2014,0.0489,['Ariana Grande'],0.525,204093,0.621,0,0lizgQ7Qw35od7CYaoMBZb,0.0,0.294,-7.364,1,Santa Tell Me,86,2014-11-24,0.116,191.9
100957,100957,7,G,0.486,2016,0.141,"['The Weeknd', 'Daft Punk']",0.679,230453,0.5870000000000001,1,7MXVkk9YMctZqd1Srtv4MB,6.35e-06,0.13699999999999998,-7.015,1,Starboy,83,2016-11-25,0.276,186.003
100959,100959,7,G,0.33,2016,0.0549,['Rachel Platten'],0.564,204013,0.7140000000000001,0,37f4ITSlgPX81ad2EvmVQr,0.0,0.155,-4.987,1,Fight Song,80,2016-01-01,0.129,175.924
100983,100983,7,G,0.6890000000000001,2017,0.847,['XXXTENTACION'],0.7340000000000001,95467,0.57,1,3GVkPk8mqxz0itaAriG1L7,2.14e-05,0.112,-7.066,0,Everybody Dies In Their Nightmares,85,2017-08-25,0.133,129.953
100986,100986,7,G,0.247,2017,0.737,['Billie Eilish'],0.483,203569,0.412,0,41zXlQxzTi6cGAjpOXyLYH,0.0,0.116,-8.461,1,idontwannabeyouanymore,81,2017-12-22,0.0402,170.16299999999995
100987,100987,7,G,0.551,2017,0.723,['Jack Stauber'],0.705,208026,0.373,0,2mlGPkAx4kwF8Df0GlScsC,0.81,0.289,-9.066,1,Buttercup,80,2017-03-25,0.0384,120.046
100997,100997,7,G,0.51,2017,0.0403,['Dua Lipa'],0.836,217947,0.544,1,76cy1WJvNGJTj78UqeA5zr,0.0,0.0824,-5.975,1,IDGAF,80,2017-06-02,0.0943,97.028
100999,100999,7,G,0.489,2018,0.657,['Morgan Wallen'],0.631,205453,0.591,0,5MwynWK9s4hlyKHqhkNn4A,0.0,0.11,-5.785,1,Chasin' You,80,2018-04-27,0.0277,97.074
101000,101000,7,G,0.237,2018,0.113,['girl in red'],0.5660000000000001,184154,0.366,0,1BYZxKSf0aTxp8ZFoeyM3d,0.181,0.155,-12.808,1,we fell in love in october,83,2018-11-21,0.028,129.959
101002,101002,7,G,0.35700000000000004,2018,0.0332,['Drake'],0.754,198973,0.449,1,6DCZcSspjsKoFjzjrWoCdn,8.290000000000001e-05,0.552,-9.211,1,God's Plan,83,2018-06-29,0.109,77.169
101003,101003,7,G,0.4370000000000001,2018,0.171,"['Zedd', 'Maren Morris', 'Grey']",0.753,184732,0.657,0,09IStsImFySgyp0pIQdqAc,0.0,0.112,-3.0610000000000004,1,The Middle,82,2018-01-23,0.0449,107.01
101004,101004,7,G,0.13699999999999998,2018,0.8,['Alessia Cara'],0.481,227693,0.267,0,4WzhjxvLP95y7AMDy0Atwb,0.0,0.249,-9.249,1,Out Of Love,80,2018-11-30,0.0339,117.64
101007,101007,7,G,0.152,2018,0.0169,['5 Seconds of Summer'],0.596,203418,0.8540000000000001,0,2iUXsYOEPhVqEBwsqP70rE,0.0,0.124,-5.114,0,Youngblood,82,2018-06-15,0.463,120.274
101008,101008,7,G,0.32299999999999995,2018,0.371,"['Lady Gaga', 'Bradley Cooper']",0.5720000000000001,215733,0.385,0,2VxeLyX666F8uXCJ0dZF8B,0.0,0.231,-6.362,1,Shallow,85,2018-10-05,0.0308,95.799
101010,101010,7,G,0.877,2018,0.223,['Dominic Fike'],0.815,177667,0.518,0,1tNJrcVe6gwLEiZCtprs1u,0.0,0.104,-6.5939999999999985,0,3 Nights,80,2018-10-16,0.0897,151.891
101021,101021,7,G,0.0605,2019,0.0546,['Travis Scott'],0.598,175721,0.4270000000000001,1,3eekarcy7kvN4yt5ZFzltW,5.83e-06,0.21,-8.764,0,HIGHEST IN THE ROOM,88,2019-10-04,0.0317,76.469
101022,101022,7,G,0.244,2019,0.392,"['Mustard', 'Roddy Ricch']",0.809,180435,0.545,1,3QzAOrNlsabgbMwlZt7TAY,0.0,0.151,-6.678,1,Ballin' (with Roddy Ricch),84,2019-06-28,0.0735,97.008
101023,101023,7,G,0.562,2019,0.328,['Billie Eilish'],0.701,194088,0.425,0,2Fxmhks0bxGSBdJ92vM42m,0.13,0.1,-10.965,1,bad guy,88,2019-03-29,0.375,135.128
101025,101025,7,G,0.226,2019,0.0204,['Lil Tecca'],0.745,131240,0.642,1,1lOe9qE0vR9zwWQAOk6CoO,0.0,0.0658,-6.2570000000000014,0,Ransom,83,2019-08-30,0.287,179.97400000000005
101026,101026,7,G,0.277,2019,0.0257,"['Machine Gun Kelly', 'YUNGBLUD', 'Travis Barker']",0.628,169397,0.7440000000000001,1,2gTdDMpNxIRFSiu7HutMCg,0.0,0.313,-4.718,1,I Think I'm OKAY (with YUNGBLUD & Travis Barker),81,2019-07-05,0.0379,119.921
101028,101028,7,G,0.429,2019,0.152,"['J Balvin', 'Bad Bunny']",0.754,242573,0.6459999999999999,0,0fea68AdmYNygeTGI4RC18,1.85e-05,0.108,-5.795,1,LA CANCIÓN,84,2019-06-28,0.317,176.08900000000003
101031,101031,7,G,0.8170000000000001,2019,0.305,"['BENEE', 'Gus Dapperton']",0.863,223480,0.631,1,4nK5YrxbMGZstTLbvj6Gxw,3.04e-05,0.123,-4.689,1,Supalonely,84,2019-11-15,0.0534,128.977
101033,101033,7,G,0.884,2019,0.177,['Regard'],0.88,157606,0.7509999999999999,0,2tnVG71enUj33Ic2nFN6kZ,6.43e-05,0.106,-4.258,0,Ride It,87,2019-07-26,0.0874,117.948
101036,101036,7,G,0.282,2019,0.39,['Billie Eilish'],0.853,221543,0.35100000000000003,0,3Fj47GNK2kUF0uaEDgXLaD,9.38e-06,0.752,-10.198,1,wish you were gay,80,2019-03-29,0.241,118.028
101046,101046,7,G,0.7559999999999999,2020,0.221,"['24kGoldn', 'iann dior']",0.7,140526,0.722,1,3tjFYV6RSFtuktYl3ZtYcq,0.0,0.272,-3.5580000000000003,0,Mood (feat. iann dior),99,2020-07-24,0.0369,90.989
101047,101047,7,G,0.322,2020,0.0469,"['Kane Brown', 'Swae Lee', 'Khalid']",0.727,191406,0.626,0,5f1joOtoMeyppIcJGZQvqJ,2.58e-05,0.126,-8.415,1,Be Like That - feat. Swae Lee & Khalid,87,2020-07-10,0.0726,86.97
101048,101048,7,G,0.5329999999999999,2020,0.149,['Polo G'],0.7829999999999999,163798,0.479,1,3JKgcAa7r07ocVWcV8bS0H,0.0,0.101,-10.646,1,21,84,2020-05-15,0.541,176.02700000000004
101049,101049,7,G,0.132,2020,0.14,"['Ty Dolla $ign', 'Post Malone']",0.784,144028,0.496,1,5nWVyZaCwtfAkBnwDuXjBh,0.0,0.113,-5.746,1,Spicy (feat. Post Malone),83,2020-10-21,0.0435,100.002
101050,101050,7,G,0.6990000000000001,2020,0.151,"['24kGoldn', 'Justin Bieber', 'J Balvin', 'iann dior']",0.721,192745,0.745,1,6FuGJB290AQMAHTfjOYVaK,1.24e-06,0.3720000000000001,-3.508,0,"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",86,2020-11-06,0.0366,90.988
103423,103423,7,G,0.609,2019,0.0846,"['Anuel AA', 'Daddy Yankee', 'KAROL G', 'J Balvin', 'Ozuna']",0.7859999999999999,301714,0.8079999999999999,0,2ksOAxtIxY8yElEWw8RhgK,0.00028900000000000003,0.0822,-3.702,1,China,81,2019-07-19,0.0882,105.027
103429,103429,7,G,0.7290000000000001,2020,0.00488,"['Joji', 'Diplo']",0.528,163906,0.7490000000000001,1,6Ed1q0X8oSKSm4IIhiQbYg,9.6e-05,0.0949,-7.5710000000000015,1,Daylight,80,2020-08-06,0.0479,163.94400000000005
103430,103430,7,G,0.7170000000000001,2020,0.00285,['The Weeknd'],0.667,237520,0.7190000000000001,1,7szuecWAPwGoV1e5vGu8tl,8.1e-05,0.0736,-5.371,0,In Your Eyes,85,2020-03-20,0.0346,100.021
103435,103435,7,G,0.7020000000000001,2020,0.00386,"['BLACKPINK', 'Cardi B']",0.665,159173,0.674,0,7iAgNZdotu40NwtoIWJHFe,0.0,0.0734,-5.188,1,Bet You Wanna (feat. Cardi B),81,2020-10-02,0.161,111.516
105690,105690,7,G,0.565,2020,0.162,"['Tainy', 'J Balvin']",0.76,157944,0.6579999999999999,0,1pqnQ41XbfKjaFu6M0eGJp,0.0,0.195,-5.275,1,"Agua (with J Balvin) - Music From ""Sponge On The Run"" Movie",87,2020-07-09,0.275,100.202
107858,107858,7,G,0.767,2020,0.125,['Sech'],0.805,184255,0.562,0,3ZG8N7aWw2meb6UrI5ZmnZ,4.96e-06,0.14800000000000002,-3.117,0,Relación,85,2020-05-21,0.105,172.09400000000005
107871,107871,7,G,0.199,2020,0.0132,['Sia'],0.521,205208,0.877,0,5id3Rqn7SPj1LX4FfY4nGz,0.0806,0.0929,-5.444,1,Together,81,2020-05-20,0.0683,180.007
109950,109950,7,G,0.5870000000000001,2020,0.153,['Rauw Alejandro'],0.763,185719,0.6659999999999999,0,3ThrfRAmijYU098H9q9tAs,0.0,0.301,-3.3160000000000003,1,Enchule,85,2020-09-18,0.194,90.086
